zfID;zfName;Human_gene_name;ID;Entrez
ENSDARG00000104028;si:dkey-74k8.3;NA;NA;NA
ENSDARG00000069438;neurl1aa;NEURL1;ENSG00000107954;     9148
ENSDARG00000093371;BX649476.1;NA;NA;NA
ENSDARG00000091111;si:ch211-15b10.6;TIFA;ENSG00000145365;    92610
ENSDARG00000005485;ucmab;UCMA;ENSG00000165623;   221044
ENSDARG00000086874;si:ch211-232i5.3;FYB2;ENSG00000187889;   199920
ENSDARG00000102606;znf1158;NA;NA;NA
ENSDARG00000030616;nfe2l1a;NFE2L1;ENSG00000082641;     4779
ENSDARG00000103595;sfxn5a;NA;NA;NA
ENSDARG00000079588;castor1;NA;NA;NA
ENSDARG00000037955;pih1d1;PIH1D1;ENSG00000104872;    55011
ENSDARG00000089185;si:ch73-264i18.2;NA;NA;NA
ENSDARG00000104052;CR388413.4;NA;NA;NA
ENSDARG00000039535;dapp1;DAPP1;ENSG00000070190;    27071
ENSDARG00000062727;cep290;CEP290;ENSG00000198707;    80184
ENSDARG00000077994;b4galt2;B4GALT2;ENSG00000117411;     8704
ENSDARG00000077487;spsb3b;NA;NA;NA
ENSDARG00000035732;arntl1b;ARNTL;ENSG00000133794;      406
ENSDARG00000054864;aplp2;APLP2;ENSG00000084234;      334
ENSDARG00000017657;zgc:112163;C1orf74;ENSG00000162757;   148304
ENSDARG00000101181;s100w;NA;NA;NA
ENSDARG00000025593;plekhj1;PLEKHJ1;ENSG00000104886;    55111
ENSDARG00000087363;si:dkeyp-46h3.6;NA;NA;NA
ENSDARG00000090850;serpina1l;SERPINA4;ENSG00000100665;     5267
ENSDARG00000105394;gemin6;GEMIN6;ENSG00000152147;    79833
ENSDARG00000087647;sept7a;NA;NA;NA
ENSDARG00000075962;vav3b;VAV3;ENSG00000134215;    10451
ENSDARG00000029866;slc6a14;NA;NA;NA
ENSDARG00000094781;CU914617.1;NA;NA;NA
ENSDARG00000038059;grb2b;GRB2;ENSG00000177885;     2885
ENSDARG00000045687;pdzrn4;PDZRN4;ENSG00000165966;    29951
ENSDARG00000089747;si:zfos-754c12.2;NA;NA;NA
ENSDARG00000094892;cenph;CENPH;ENSG00000153044;    64946
ENSDARG00000068166;whrnb;WHRN;ENSG00000095397;    25861
ENSDARG00000101121;si:dkey-161l11.62;NA;NA;NA
ENSDARG00000109466;si:dkeyp-77c4.5;NA;NA;NA
ENSDARG00000074311;mast2;MAST2;ENSG00000086015;    23139
ENSDARG00000057855;mrps31;MRPS31;ENSG00000102738;    10240
ENSDARG00000036040;atg13;ATG13;ENSG00000175224;     9776
ENSDARG00000058917;nnr;NA;NA;NA
ENSDARG00000036235;zbtb3;ZBTB3;ENSG00000185670;    79842
ENSDARG00000037804;phlda3;PHLDA3;ENSG00000174307;    23612
ENSDARG00000091119;fbxo40.2;FBXO40;ENSG00000163833;    51725
ENSDARG00000094684;si:dkey-149i17.7;NA;NA;NA
ENSDARG00000103607;wtip;WTIP;ENSG00000142279;   126374
ENSDARG00000073920;cntnap5a;CNTNAP5;ENSG00000155052;   129684
ENSDARG00000071341;abch1;NA;NA;NA
ENSDARG00000020895;bag1;BAG1;ENSG00000107262;      573
ENSDARG00000010773;pnpla6;PNPLA6;ENSG00000032444;    10908
ENSDARG00000074502;zmiz1a;ZMIZ1;ENSG00000108175;    57178
ENSDARG00000056745;necab2;NECAB2;ENSG00000103154;    54550
ENSDARG00000040280;zgc:110182;FAM84B;ENSG00000168672;   157638
ENSDARG00000077103;sema4aa;NA;NA;NA
ENSDARG00000091573;si:ch1073-90m23.1;RAP1GAP2;ENSG00000132359;    23108
ENSDARG00000115094;CABZ01087415.1;CPNE6;ENSG00000100884;     9362
ENSDARG00000077119;naxd;NAXD;ENSG00000213995;    55739
ENSDARG00000088171;ciartb;NA;NA;NA
ENSDARG00000094820;si:dkey-58f10.4;NA;NA;NA
ENSDARG00000094347;CR388079.1;NA;NA;NA
ENSDARG00000054827;ssuh2.4;NA;NA;NA
ENSDARG00000098558;BX005082.1;NA;NA;NA
ENSDARG00000015314;zc4h2;ZC4H2;ENSG00000126970;    55906
ENSDARG00000100882;znf1154;NA;NA;NA
ENSDARG00000058692;fzd3b;FZD3;ENSG00000104290;     7976
ENSDARG00000038855;chmp5a;CHMP5;ENSG00000086065;    51510
ENSDARG00000089502;pimr23;NA;NA;NA
ENSDARG00000037109;pwp2h;PWP2;ENSG00000241945;     5822
ENSDARG00000037109;pwp2h;FP565260.1;ENSG00000275464;102724159
ENSDARG00000089477;si:ch211-132g1.3;NA;NA;NA
ENSDARG00000097278;CR352232.1;NA;NA;NA
ENSDARG00000076755;ap5s1;AP5S1;ENSG00000125843;    55317
ENSDARG00000098938;trdj1;NA;NA;NA
ENSDARG00000076767;pgfb;PGF;ENSG00000119630;     5228
ENSDARG00000062824;alx1;ALX1;ENSG00000180318;     8092
ENSDARG00000068168;hes2.2;HES2;ENSG00000069812;    54626
ENSDARG00000005186;sp4;SP4;ENSG00000105866;     6671
ENSDARG00000041921;hsbp1b;HSBP1;ENSG00000230989;     3281
ENSDARG00000077606;arsia;ARSI;ENSG00000183876;   340075
ENSDARG00000055291;rab18a;NA;NA;NA
ENSDARG00000077653;rabl6b;RABL6;ENSG00000196642;    55684
ENSDARG00000070624;cacng7b;CACNG7;ENSG00000105605;    59284
ENSDARG00000011870;sp8a;NA;NA;NA
ENSDARG00000030106;stmn4;STMN4;ENSG00000015592;    81551
ENSDARG00000038239;tnpo2;TNPO2;ENSG00000105576;    30000
ENSDARG00000043084;abhd17ab;ABHD17A;ENSG00000129968;    81926
ENSDARG00000023766;gnsa;GNS;ENSG00000135677;     2799
ENSDARG00000045765;asb13a.2;ASB13;ENSG00000196372;    79754
ENSDARG00000038938;itprid2;ITPRID2;ENSG00000138434;     6744
ENSDARG00000093038;CR513782.2;NA;NA;NA
ENSDARG00000055339;si:ch73-1a9.4;MIPEP;ENSG00000027001;     4285
ENSDARG00000031495;seta;NA;NA;NA
ENSDARG00000097781;CU683879.2;NA;NA;NA
ENSDARG00000091937;BX927308.1;NA;NA;NA
ENSDARG00000031745;si:busm1-266f07.2;HLA-DQA2;ENSG00000237541;     3117
ENSDARG00000031745;si:busm1-266f07.2;HLA-DQA2;ENSG00000237541;     3118
ENSDARG00000031745;si:busm1-266f07.2;HLA-DQA1;ENSG00000196735;     3117
ENSDARG00000090041;si:dkey-163m14.6;NA;NA;NA
ENSDARG00000017489;ifi45;NA;NA;NA
ENSDARG00000097086;si:dkey-172k15.4;NA;NA;NA
ENSDARG00000093591;si:ch211-282k23.2;NA;NA;NA
ENSDARG00000102230;si:ch211-8c17.3;NA;NA;NA
ENSDARG00000034670;ube2e2;NA;NA;NA
ENSDARG00000043781;psmb10;PSMB10;ENSG00000205220;     5699
ENSDARG00000092211;BX511089.1;NA;NA;NA
ENSDARG00000094855;BX511089.3;NA;NA;NA
ENSDARG00000071697;zgc:66433;KIAA1210;ENSG00000250423;    57481
ENSDARG00000098570;si:ch211-8c17.2;NA;NA;NA
ENSDARG00000017532;kif25;KIF25;ENSG00000125337;     3834
ENSDARG00000096239;si:dkey-3d18.5;NA;NA;NA
ENSDARG00000038978;dnajb4;DNAJB4;ENSG00000162616;    11080
ENSDARG00000057975;plcd4a;PLCD4;ENSG00000115556;    84812
ENSDARG00000007989;nedd8;NEDD8;ENSG00000129559;     4738
ENSDARG00000058342;grhl2a;GRHL2;ENSG00000083307;    79977
ENSDARG00000028664;ahsa1a;AHSA1;ENSG00000100591;    10598
ENSDARG00000098752;csf3b;CSF3;ENSG00000108342;     1440
ENSDARG00000092576;BX927388.1;NA;NA;NA
ENSDARG00000078352;lyrm4;SDHAF1;ENSG00000205138;   644096
ENSDARG00000101763;CU467646.5;NA;NA;NA
ENSDARG00000006396;nrcama;NRCAM;ENSG00000091129;     4897
ENSDARG00000037409;tmem144a;TMEM144;ENSG00000164124;    55314
ENSDARG00000092040;CR391910.1;NA;NA;NA
ENSDARG00000090977;ifit12;IFIT5;ENSG00000152778;    24138
ENSDARG00000090977;ifit12;IFIT3;ENSG00000119917;     3437
ENSDARG00000090977;ifit12;IFIT1B;ENSG00000204010;   439996
ENSDARG00000090977;ifit12;IFIT1;ENSG00000185745;     3434
ENSDARG00000090977;ifit12;IFIT2;ENSG00000119922;     3433
ENSDARG00000100737;epob;EPO;ENSG00000130427;     2056
ENSDARG00000079473;map3k21;MAP3K21;ENSG00000143674;    84451
ENSDARG00000096971;si:dkey-206p8.1;NA;NA;NA
ENSDARG00000008034;skib;NA;NA;NA
ENSDARG00000075954;serpinh1a;SERPINH1;ENSG00000149257;      871
ENSDARG00000077982;elf3;ELF3;ENSG00000163435;     1999
ENSDARG00000095800;si:ch211-105n15.1;NA;NA;NA
ENSDARG00000074921;fam117ba;NA;NA;NA
ENSDARG00000017983;rsph14;RSPH14;ENSG00000100218;    27156
ENSDARG00000105743;CABZ01015815.4;NA;NA;NA
ENSDARG00000105514;zgc:171424;NA;NA;NA
ENSDARG00000036161;hnrnpa0l;HNRNPA3;ENSG00000170144;   220988
ENSDARG00000091946;CR391940.1;NA;NA;NA
ENSDARG00000019930;tal1;TAL1;ENSG00000162367;     6886
ENSDARG00000043858;cdk19;CDK19;ENSG00000155111;    23097
ENSDARG00000039832;gsta.2;NA;NA;NA
ENSDARG00000076991;dolk;DOLK;ENSG00000175283;    22845
ENSDARG00000037895;ramp2;RAMP2;ENSG00000131477;    10266
ENSDARG00000097492;AL772314.1;NA;NA;NA
ENSDARG00000007988;masp2;MASP2;ENSG00000009724;    10747
ENSDARG00000092775;BX640547.1;NA;NA;NA
ENSDARG00000097886;CU104777.1;NA;NA;NA
ENSDARG00000018285;pdpk1b;PDPK1;ENSG00000140992;     5170
ENSDARG00000045038;tekt3;TEKT5;ENSG00000153060;   146279
ENSDARG00000069117;kcnh5b;NA;NA;NA
ENSDARG00000056832;exo1;EXO1;ENSG00000174371;     9156
ENSDARG00000105538;BX914219.1;NA;NA;NA
ENSDARG00000074777;ank1b;ANK1;ENSG00000029534;      286
ENSDARG00000042853;ivd;IVD;ENSG00000128928;     3712
ENSDARG00000097164;CR848746.1;NA;NA;NA
ENSDARG00000012555;ak5;AK5;ENSG00000154027;    26289
ENSDARG00000112579;cmss1;CMSS1;ENSG00000184220;    84319
ENSDARG00000008209;myt1la;MYT1L;ENSG00000186487;    23040
ENSDARG00000091419;nrarpa;NRARP;ENSG00000198435;   441478
ENSDARG00000042210;sema3ab;SEMA3A;ENSG00000075213;    10371
ENSDARG00000057234;chtopa;CHTOP;ENSG00000160679;    26097
ENSDARG00000042379;zgc:103681;TMEM120A;ENSG00000189077;    83862
ENSDARG00000093312;si:dkey-83f18.4;NA;NA;NA
ENSDARG00000022532;chrnb1l;CHRNB1;ENSG00000170175;     1140
ENSDARG00000074471;vps39;VPS39;ENSG00000166887;    23339
ENSDARG00000055481;atf7b;ATF7;ENSG00000170653;    11016
ENSDARG00000055481;atf7b;ATF7;ENSG00000267281;     8620
ENSDARG00000055481;atf7b;ATF7;ENSG00000267281;    11016
ENSDARG00000099320;CU138553.1;NA;NA;NA
ENSDARG00000093501;BX649448.2;NA;NA;NA
ENSDARG00000087554;cdk1;CDK1;ENSG00000170312;      983
ENSDARG00000027472;gphb5;GPHB5;ENSG00000179600;   122876
ENSDARG00000052928;arf6b;ARF6;ENSG00000165527;      382
ENSDARG00000095025;CR388166.2;NA;NA;NA
ENSDARG00000101501;si:ch73-305o9.3;NA;NA;NA
ENSDARG00000053222;asb5b;ASB9;ENSG00000102048;   140462
ENSDARG00000021945;ddx23;DDX23;ENSG00000174243;     9416
ENSDARG00000009447;atp5mc3b;NA;NA;NA
ENSDARG00000057790;ankrd6a;ANKRD6;ENSG00000135299;    22881
ENSDARG00000104752;COLEC10;COLEC10;ENSG00000184374;    10584
ENSDARG00000015989;zdhhc16b;ZDHHC16;ENSG00000171307;    84287
ENSDARG00000032885;si:ch211-226m7.4;C1orf158;ENSG00000157330;    93190
ENSDARG00000040332;crfb2;IFNLR1;ENSG00000185436;   163702
ENSDARG00000027418;trappc4;TRAPPC4;ENSG00000196655;    51399
ENSDARG00000035630;ypel1;YPEL1;ENSG00000100027;    29799
ENSDARG00000056550;tango2;TANGO2;ENSG00000183597;   128989
ENSDARG00000006566;nlk1;NA;NA;NA
ENSDARG00000099342;crfb15;AP000295.1;ENSG00000249624;NA
ENSDARG00000099342;crfb15;IFNAR2;ENSG00000159110;     3455
ENSDARG00000099342;crfb15;IL22RA1;ENSG00000142677;    58985
ENSDARG00000099342;crfb15;IL10RA;ENSG00000110324;     3587
ENSDARG00000099342;crfb15;IFNGR1;ENSG00000027697;     3459
ENSDARG00000093470;CT009596.1;NA;NA;NA
ENSDARG00000058302;sh3bgrl;SH3BGRL;ENSG00000131171;     6451
ENSDARG00000036912;edn1;EDN1;ENSG00000078401;     1906
ENSDARG00000033376;chchd4a;NA;NA;NA
ENSDARG00000032866;erh;ERH;ENSG00000100632;     2079
ENSDARG00000076657;plagl2;ZNF770;ENSG00000198146;    54989
ENSDARG00000076657;plagl2;ZNF444;ENSG00000167685;    55311
ENSDARG00000076657;plagl2;ZNF576;ENSG00000124444;    79177
ENSDARG00000076657;plagl2;ZSCAN29;ENSG00000140265;   146050
ENSDARG00000076657;plagl2;PLAGL2;ENSG00000126003;     5326
ENSDARG00000076657;plagl2;ZNF274;ENSG00000171606;    10782
ENSDARG00000076657;plagl2;ZNF18;ENSG00000154957;     7566
ENSDARG00000076657;plagl2;PEG3;ENSG00000198300;     5178
ENSDARG00000076657;plagl2;ZKSCAN2;ENSG00000155592;   342357
ENSDARG00000076657;plagl2;ZNF496;ENSG00000162714;    84838
ENSDARG00000076657;plagl2;ZSCAN5A;ENSG00000131848;    79149
ENSDARG00000076657;plagl2;ZSCAN5C;ENSG00000204532;   649137
ENSDARG00000076657;plagl2;ZSCAN5B;ENSG00000197213;   342933
ENSDARG00000076657;plagl2;ZNF202;ENSG00000166261;     7753
ENSDARG00000076657;plagl2;PLAGL1;ENSG00000118495;     5325
ENSDARG00000076657;plagl2;ZSCAN18;ENSG00000121413;    65982
ENSDARG00000076657;plagl2;ZNF446;ENSG00000083838;    55663
ENSDARG00000076657;plagl2;ZNF174;ENSG00000103343;     7727
ENSDARG00000076657;plagl2;ZSCAN1;ENSG00000152467;   284312
ENSDARG00000076657;plagl2;SCAND1;ENSG00000171222;    51282
ENSDARG00000076657;plagl2;OVOL3;ENSG00000105261;   728361
ENSDARG00000076657;plagl2;ZNF641;ENSG00000167528;   121274
ENSDARG00000029928;ap3m1;AP3M1;ENSG00000185009;    26985
ENSDARG00000032553;egln3;EGLN3;ENSG00000129521;   112399
ENSDARG00000043283;prrg1;PRRG1;ENSG00000130962;     5638
ENSDARG00000104708;ddx24;DDX24;ENSG00000089737;    57062
ENSDARG00000091902;b3gnt2b;B3GNT2;ENSG00000170340;    10678
ENSDARG00000102023;phf13;PHF13;ENSG00000116273;   148479
ENSDARG00000013295;slc2a3a;NA;NA;NA
ENSDARG00000070714;zgc:173544;NA;NA;NA
ENSDARG00000104500;fyco1a;FYCO1;ENSG00000163820;    79443
ENSDARG00000006174;lrrc23;LRRC23;ENSG00000010626;    10233
ENSDARG00000092060;tbx5b;NA;NA;NA
ENSDARG00000105324;si:dkey-11o1.7;CEACAM16;ENSG00000213892;   388551
ENSDARG00000105324;si:dkey-11o1.7;CEACAM18;ENSG00000213822;   729767
ENSDARG00000105324;si:dkey-11o1.7;CEACAM20;ENSG00000273777;   125931
ENSDARG00000105324;si:dkey-11o1.7;CEACAM19;ENSG00000186567;    56971
ENSDARG00000101046;si:dkeyp-107f9.1;NA;NA;NA
ENSDARG00000040284;si:dkey-79d12.5;NA;NA;NA
ENSDARG00000062686;megf11;MEGF11;ENSG00000157890;    84465
ENSDARG00000017605;rpp40;RPP40;ENSG00000124787;    10799
ENSDARG00000020447;tmtc4;TMTC4;ENSG00000125247;    84899
ENSDARG00000096655;BX901920.1;NA;NA;NA
ENSDARG00000060006;nedd4l;NEDD4L;ENSG00000049759;    23327
ENSDARG00000105354;CABZ01044764.2;NA;NA;NA
ENSDARG00000054847;xcr1a.1;XCR1;ENSG00000173578;     2829
ENSDARG00000054846;CU657980.1;NA;NA;NA
ENSDARG00000045864;lmod2b;LMOD2;ENSG00000170807;   442721
ENSDARG00000076853;areg;HBEGF;ENSG00000113070;     1839
ENSDARG00000016886;dnajb9b;DNAJB9;ENSG00000128590;     4189
ENSDARG00000075022;si:ch211-93e11.8;NA;NA;NA
ENSDARG00000055524;rnf7;RNF7;ENSG00000114125;     9616
ENSDARG00000092916;mlnl;NA;NA;NA
ENSDARG00000103441;znf1060;NA;NA;NA
ENSDARG00000069292;acot16;NA;NA;NA
ENSDARG00000092033;si:dkey-239h2.3;NA;NA;NA
ENSDARG00000099233;si:zfos-2372e4.1;NA;NA;NA
ENSDARG00000010482;prg4a;PRG4;ENSG00000116690;    10216
ENSDARG00000009315;clgn;CLGN;ENSG00000153132;     1047
ENSDARG00000077205;zgc:153116;ZNF668;ENSG00000167394;    79759
ENSDARG00000077205;zgc:153116;ZNF579;ENSG00000218891;   163033
ENSDARG00000077205;zgc:153116;ZNF358;ENSG00000198816;   140467
ENSDARG00000097421;si:dkeyp-50b9.1;NA;NA;NA
ENSDARG00000005002;brf1b;BRF1;ENSG00000185024;     2972
ENSDARG00000071086;gpr155b;GPR155;ENSG00000163328;   151556
ENSDARG00000077026;si:dkey-94e7.1;GPR141;ENSG00000187037;   353345
ENSDARG00000077101;zbtb10;ZBTB10;ENSG00000205189;    65986
ENSDARG00000003564;dohh;NA;NA;NA
ENSDARG00000042839;dph6;DPH6;ENSG00000134146;    89978
ENSDARG00000095174;arhgap45b;NA;NA;NA
ENSDARG00000110832;pimr12;NA;NA;NA
ENSDARG00000099639;trim35-19;NA;NA;NA
ENSDARG00000091555;ostf1;OSTF1;ENSG00000134996;    26578
ENSDARG00000097718;stard10;STARD10;ENSG00000214530;    10809
ENSDARG00000099667;snrpg;SNRPG;ENSG00000143977;     6637
ENSDARG00000075905;si:ch211-266g18.9;NA;NA;NA
ENSDARG00000006747;tmem178b;NA;NA;NA
ENSDARG00000062489;march8;MARCH8;ENSG00000165406;   220972
ENSDARG00000039459;qsox1;QSOX1;ENSG00000116260;     5768
ENSDARG00000076004;ppp2r3b;NA;NA;NA
ENSDARG00000063169;ubn1;UBN1;ENSG00000118900;    29855
ENSDARG00000036460;tmtops3a;NA;NA;NA
ENSDARG00000093084;BX323543.2;NA;NA;NA
ENSDARG00000017047;slc27a4;SLC27A4;ENSG00000167114;    10999
ENSDARG00000057484;srsf2a;SRSF8;ENSG00000263465;    10929
ENSDARG00000057484;srsf2a;SRSF2;ENSG00000161547;     6427
ENSDARG00000078654;tpx2;TPX2;ENSG00000088325;    22974
ENSDARG00000100787;CR855274.1;NA;NA;NA
ENSDARG00000097617;si:ch211-178n15.1;NA;NA;NA
ENSDARG00000062956;dagla;DAGLA;ENSG00000134780;      747
ENSDARG00000099123;CU459186.2;H2AFX;ENSG00000188486;     3014
ENSDARG00000105366;hist1h2a10;H2AFX;ENSG00000188486;     3014
ENSDARG00000024669;oser1;OSER1;ENSG00000132823;    51526
ENSDARG00000018921;fam84a;FAM84A;ENSG00000162981;   151354
ENSDARG00000011301;nae1;NAE1;ENSG00000159593;     8883
ENSDARG00000055839;MARCH4 (1 of many);MARCH4;ENSG00000144583;    57574
ENSDARG00000024139;p2rx8;P2RX5-TAX1BP3;ENSG00000257950;NA
ENSDARG00000024139;p2rx8;P2RX5;ENSG00000083454;     5026
ENSDARG00000090232;clpb;NA;NA;NA
ENSDARG00000070952;fam131ba;FAM131B;ENSG00000159784;     9715
ENSDARG00000093999;si:ch73-376l24.6;TTF1;ENSG00000125482;     7270
ENSDARG00000037292;chrm1a;CHRM1;ENSG00000168539;     1128
ENSDARG00000100027;si:dkeyp-13d12.21;NA;NA;NA
ENSDARG00000104470;syngr2b;SYNGR2;ENSG00000108639;     9144
ENSDARG00000056090;capza1b;CAPZA3;ENSG00000177938;    93661
ENSDARG00000002507;itga10;ITGA10;ENSG00000143127;     8515
ENSDARG00000008075;illr4;NA;NA;NA
ENSDARG00000093498;zgc:194281;C5orf30;ENSG00000181751;    90355
ENSDARG00000090815;kcnj10a;KCNJ10;ENSG00000177807;     3766
ENSDARG00000079075;si:ch211-71m22.3;PLSCR4;ENSG00000114698;    57088
ENSDARG00000079075;si:ch211-71m22.3;PLSCR2;ENSG00000163746;    57047
ENSDARG00000079075;si:ch211-71m22.3;PLSCR5;ENSG00000231213;   389158
ENSDARG00000079075;si:ch211-71m22.3;PLSCR3;ENSG00000187838;    57048
ENSDARG00000100732;si:dkeyp-93h6.1;NA;NA;NA
ENSDARG00000105439;si:dkey-273g18.1;NA;NA;NA
ENSDARG00000092061;si:dkey-112g5.13;HTRA2;ENSG00000115317;    27429
ENSDARG00000098753;elmo1;ELMO1;ENSG00000155849;     9844
ENSDARG00000016979;pmpcb;PMPCB;ENSG00000105819;     9512
ENSDARG00000076132;siglec15l;NA;NA;NA
ENSDARG00000042214;tmem243a;TMEM243;ENSG00000135185;    79161
ENSDARG00000076480;mcf2lb;MCF2L;ENSG00000126217;    23263
ENSDARG00000098460;ccl39.5;NA;NA;NA
ENSDARG00000030265;scdb;SCD;ENSG00000099194;     6319
ENSDARG00000093599;BX470224.2;NA;NA;NA
ENSDARG00000093163;CR853291.1;NA;NA;NA
ENSDARG00000096012;znf1115;NA;NA;NA
ENSDARG00000099003;cyp2aa1;CYP2C8;ENSG00000138115;     1558
ENSDARG00000058962;txnl4b;TXNL4B;ENSG00000140830;    54957
ENSDARG00000105798;AL929321.9;NA;NA;NA
ENSDARG00000068910;nos1;NOS1;ENSG00000089250;     4842
ENSDARG00000099575;CU929203.1;NA;NA;NA
ENSDARG00000077377;si:dkey-85n7.6;PRIMA1;ENSG00000175785;   145270
ENSDARG00000020527;nup62l;NUP62;ENSG00000213024;    23636
ENSDARG00000017659;sephs2;SEPHS2;ENSG00000179918;    22928
ENSDARG00000007398;lrrk1;LRRK1;ENSG00000154237;    79705
ENSDARG00000026505;si:ch211-285c6.3;NA;NA;NA
ENSDARG00000092677;coa6;COA6;ENSG00000168275;   388753
ENSDARG00000069815;dnali1;DNALI1;ENSG00000163879;     7802
ENSDARG00000037174;nek12;NA;NA;NA
ENSDARG00000097759;CR628327.1;NA;NA;NA
ENSDARG00000040779;med16;MED16;ENSG00000175221;    10025
ENSDARG00000097235;CT737162.2;NA;NA;NA
ENSDARG00000006604;nectin3b;NECTIN3;ENSG00000177707;    25945
ENSDARG00000015472;gpc4;GPC4;ENSG00000076716;     2239
ENSDARG00000068404;tbcb;TBCB;ENSG00000105254;     1155
ENSDARG00000093044;si:ch211-161h7.5;NA;NA;NA
ENSDARG00000033450;nkap;NA;NA;NA
ENSDARG00000002728;kiss1ra;NA;NA;NA
ENSDARG00000035603;dao.2;DAO;ENSG00000110887;     1610
ENSDARG00000104034;arid3b;ARID3B;ENSG00000179361;    10620
ENSDARG00000103268;BX088524.5;NA;NA;NA
ENSDARG00000105708;or109-11;NA;NA;NA
ENSDARG00000058425;rab35b;RAB35;ENSG00000111737;    11021
ENSDARG00000098178;BX088524.3;NA;NA;NA
ENSDARG00000101383;BX088524.4;NA;NA;NA
ENSDARG00000104080;pcdh2ab12;NA;NA;NA
ENSDARG00000016464;cdc42bpab;CDC42BPA;ENSG00000143776;     8476
ENSDARG00000036386;rbm4.1;NA;NA;NA
ENSDARG00000103418;or106-3;NA;NA;NA
ENSDARG00000094674;si:dkeyp-98a7.8;NA;NA;NA
ENSDARG00000009567;spegb;NA;NA;NA
ENSDARG00000105143;BX005367.2;NA;NA;NA
ENSDARG00000017886;zbtb11;ZBTB11;ENSG00000066422;    27107
ENSDARG00000015184;mpp3a;MPP3;ENSG00000161647;     4356
ENSDARG00000079873;SLC29A4 (1 of many);SLC29A4;ENSG00000164638;   222962
ENSDARG00000062650;rif1;RIF1;ENSG00000080345;    55183
ENSDARG00000016875;gys1;GYS1;ENSG00000104812;     2997
ENSDARG00000019707;spout1;SPOUT1;ENSG00000198917;    51490
ENSDARG00000104466;CT573799.2;NA;NA;NA
ENSDARG00000100729;tln1;TLN1;ENSG00000137076;     7094
ENSDARG00000037140;pfkfb1;PFKFB1;ENSG00000158571;     5207
ENSDARG00000100494;pbx1a;NA;NA;NA
ENSDARG00000035152;ap2b1;AP2B1;ENSG00000006125;      163
ENSDARG00000057936;lhx5;LHX5;ENSG00000089116;    64211
ENSDARG00000055630;foxh1;FOXH1;ENSG00000160973;     8928
ENSDARG00000022176;IGLON5;IGLON5;ENSG00000142549;   402665
ENSDARG00000090156;pttg1ipa;NA;NA;NA
ENSDARG00000052522;snx11;SNX11;ENSG00000002919;    29916
ENSDARG00000037943;cpt1cb;NA;NA;NA
ENSDARG00000094887;si:ch211-170d8.2;NA;NA;NA
ENSDARG00000036831;rnf41;RNF41;ENSG00000181852;    10193
ENSDARG00000051858;ccdc33;CCDC33;ENSG00000140481;    80125
ENSDARG00000061480;si:ch211-132b12.1;SLC6A16;ENSG00000063127;    28968
ENSDARG00000092262;si:ch211-220m6.4;NA;NA;NA
ENSDARG00000062228;adipoqa;ADIPOQ;ENSG00000181092;     9370
ENSDARG00000078105;depdc5;DEPDC5;ENSG00000100150;     9681
ENSDARG00000078105;depdc5;Z82190.2;ENSG00000285404;NA
ENSDARG00000058299;zgc:173737;FUT5;ENSG00000130383;     2527
ENSDARG00000058299;zgc:173737;FUT6;ENSG00000156413;     2528
ENSDARG00000058299;zgc:173737;FUT3;ENSG00000171124;     2525
ENSDARG00000054606;mrpl1;MRPL1;ENSG00000169288;    65008
ENSDARG00000077506;tjp1a;TJP1;ENSG00000104067;     7082
ENSDARG00000017365;slc23a2;SLC23A2;ENSG00000089057;     9962
ENSDARG00000057676;golga7;GOLGA7;ENSG00000147533;    51125
ENSDARG00000042129;zp3a.1;NA;NA;NA
ENSDARG00000089094;si:dkey-160o24.3;B3GNT6;ENSG00000198488;   192134
ENSDARG00000052016;cabp2a;CETN2;ENSG00000147400;     1069
ENSDARG00000052016;cabp2a;CALML5;ENSG00000178372;    51806
ENSDARG00000038112;si:dkeyp-59c12.1;NA;NA;NA
ENSDARG00000098409;BX005376.1;NA;NA;NA
ENSDARG00000056873;and3;NA;NA;NA
ENSDARG00000022531;ntn1b;NTN1;ENSG00000065320;     9423
ENSDARG00000101577;si:ch211-172l8.4;NA;NA;NA
ENSDARG00000059370;nr1d4b;NA;NA;NA
ENSDARG00000044914;suclg2;SUCLG2;ENSG00000172340;     8801
ENSDARG00000000656;psmb9a;PSMB9;ENSG00000240065;     5698
ENSDARG00000091009;si:ch211-28p3.4;NA;NA;NA
ENSDARG00000043396;fndc4a;FNDC4;ENSG00000115226;    64838
ENSDARG00000054334;dctpp1;DCTPP1;ENSG00000179958;    79077
ENSDARG00000011299;blzf1;BLZF1;ENSG00000117475;     8548
ENSDARG00000101469;si:dkey-56m15.2;NA;NA;NA
ENSDARG00000104965;kcnj12a;KCNJ18;ENSG00000260458;100134444
ENSDARG00000104965;kcnj12a;KCNJ12;ENSG00000184185;     3768
ENSDARG00000087388;si:dkey-29b11.3;NA;NA;NA
ENSDARG00000097791;FP325112.2;NA;NA;NA
ENSDARG00000112491;hist1h4l;NA;NA;NA
ENSDARG00000012025;hs6st2;NA;NA;NA
ENSDARG00000014692;znf622;ZNF622;ENSG00000173545;    90441
ENSDARG00000070698;kbtbd8;KBTBD8;ENSG00000163376;    84541
ENSDARG00000095692;BX927401.1;NA;NA;NA
ENSDARG00000059729;sec14l8;SEC14L2;ENSG00000100003;    23541
ENSDARG00000059729;sec14l8;AC004832.3;ENSG00000249590;NA
